Time,Amplitude,F_Sampling
6.478,-20.1,
6.479,-20.3,
6.48,-20.2,
6.481,-19.7,
6.482,-18.8,
6.483,-17.6,
6.484,-16.2,
6.485,-14.9,
6.486,-13.6,
6.487,-12.3,
6.488,-11,
6.489,-9.7,
6.49,-8.4,
6.491,-7.3,
6.492,-6.5,
6.493,-6.1,
6.494,-6,
6.495,-5.9,
6.496,-5.9,
6.497,-5.9,
6.498,-6,
6.499,-6.3,
6.5,-6.7,
6.501,-7.2,
6.502,-7.7,
6.503,-8,
6.504,-8.3,
6.505,-8.5,
6.506,-8.8,
6.507,-9,
6.508,-9,
6.509,-8.8,
6.51,-8.3,
6.511,-7.8,
6.512,-7.3,
6.513,-7,
6.514,-6.7,
6.515,-6.4,
6.516,-6.2,
6.517,-6.3,
6.518,-6.6,
6.519,-7.2,
6.52,-7.8,
6.521,-8.4,
6.522,-8.9,
6.523,-9.3,
6.524,-9.9,
6.525,-10.5,
6.526,-11.1,
6.527,-11.6,
6.528,-11.9,
6.529,-12.1,
6.53,-12.2,
6.531,-12.5,
6.532,-12.7,
6.533,-12.8,
6.534,-12.8,
6.535,-12.8,
6.536,-13,
6.537,-13.4,
6.538,-14,
6.539,-14.6,
6.54,-15.2,
6.541,-15.5,
6.542,-15.8,
6.543,-16.1,
6.544,-16.6,
6.545,-17.1,
6.546,-17.8,
6.547,-18.4,
6.548,-18.8,
6.549,-19.1,
6.55,-19.2,
6.551,-19.3,
6.552,-19.3,
6.553,-19.2,
6.554,-18.9,
6.555,-18.3,
6.556,-17.5,
6.557,-16.6,
6.558,-15.6,
6.559,-14.6,
6.56,-13.7,
6.561,-12.8,
6.562,-12,
6.563,-11.3,
6.564,-10.8,
6.565,-10.4,
6.566,-10.2,
6.567,-9.9,
6.568,-9.6,
6.569,-9.2,
6.57,-9,
6.571,-8.8,
6.572,-8.4,
6.573,-8,
6.574,-7.4,
6.575,-6.8,
6.576,-6.4,
6.577,-6,
6.578,-5.8,
6.579,-5.7,
6.58,-5.6,
6.581,-5.8,
6.582,-6.2,
6.583,-6.7,
6.584,-7.1,
6.585,-7.4,
6.586,-7.6,
6.587,-7.7,
6.588,-7.7,
6.589,-7.4,
6.59,-7,
6.591,-6.2,
6.592,-5.4,
6.593,-4.7,
6.594,-4.1,
6.595,-3.6,
6.596,-3.2,
6.597,-2.7,
6.598,-2.3,
6.599,-1.9,
6.6,-1.7,
6.601,-1.8,
6.602,-1.9,
6.603,-2.1,
6.604,-2.3,
6.605,-2.4,
6.606,-2.6,
6.607,-2.7,
6.608,-2.8,
6.609,-2.8,
6.61,-2.7,
6.611,-2.6,
6.612,-2.5,
6.613,-2.4,
6.614,-2.3,
6.615,-2.1,
6.616,-1.9,
6.617,-1.7,
6.618,-1.4,
6.619,-1.2,
6.62,-1,
6.621,-0.8,
6.622,-0.5,
6.623,-0.3,
6.624,-0.1,
6.625,0.1,
6.626,0.2,
6.627,0.3,
6.628,0.3,
6.629,0.3,
6.63,0.3,
6.631,0.2,
6.632,0.2,
6.633,0.1,
6.634,0.2,
6.635,0.3,
6.636,0.3,
6.637,0.2,
6.638,0.1,
6.639,-0.1,
6.64,-0.2,
6.641,-0.2,
6.642,-0.1,
6.643,0,
6.644,0.2,
6.645,0.3,
6.646,0.4,
6.647,0.5,
6.648,0.6,
6.649,0.7,
6.65,0.7,
6.651,0.7,
6.652,0.7,
6.653,0.8,
6.654,0.8,
6.655,0.8,
6.656,0.8,
6.657,0.8,
6.658,0.7,
6.659,0.7,
6.66,0.8,
6.661,0.8,
6.662,0.8,
6.663,0.8,
6.664,0.7,
6.665,0.7,
6.666,0.7,
6.667,0.8,
6.668,0.8,
6.669,0.8,
6.67,0.8,
6.671,0.7,
6.672,0.6,
6.673,0.6,
6.674,0.6,
6.675,0.6,
6.676,0.6,
6.677,0.5,
6.678,0.4,
6.679,0.2,
6.68,0.1,
6.681,0.1,
6.682,0.1,
6.683,0.1,
6.684,0.1,
6.685,0.1,
6.686,0.1,
6.687,0.1,
6.688,0.2,
6.689,0.2,
6.69,0.2,
6.691,0.2,
6.692,0.3,
6.693,0.4,
6.694,0.5,
6.695,0.5,
6.696,0.6,
6.697,0.7,
6.698,0.7,
6.699,0.7,
6.7,0.6,
6.701,0.4,
6.702,0.2,
6.703,0,
6.704,-0.2,
6.705,-0.4,
6.706,-0.6,
6.707,-0.9,
6.708,-1.2,
6.709,-1.3,
6.71,-1.2,
6.711,-1,
6.712,-0.7,
6.713,-0.5,
6.714,-0.3,
6.715,-0.1,
6.716,0.1,
6.717,0.4,
6.718,0.6,
6.719,0.8,
6.72,0.9,
6.721,1.1,
6.722,1.2,
6.723,1.2,
6.724,1.2,
6.725,1,
6.726,0.8,
6.727,0.4,
6.728,0.1,
6.729,-0.3,
6.73,-0.7,
6.731,-1,
6.732,-1.4,
6.733,-1.7,
6.734,-1.8,
6.735,-1.9,
6.736,-1.9,
6.737,-1.9,
6.738,-2,
6.739,-2,
6.74,-2,
6.741,-1.8,
6.742,-1.6,
6.743,-1.3,
6.744,-1,
6.745,-1,
6.746,-1.2,
6.747,-1.4,
6.748,-1.6,
6.749,-1.6,
6.75,-1.5,
6.751,-1.3,
6.752,-1.2,
6.753,-1.1,
6.754,-1.2,
6.755,-1.3,
6.756,-1.5,
6.757,-1.6,
6.758,-1.8,
6.759,-2.1,
6.76,-2.4,
6.761,-2.7,
6.762,-2.9,
6.763,-3.2,
6.764,-3.4,
6.765,-3.7,
6.766,-4,
6.767,-4.2,
6.768,-4.5,
6.769,-4.7,
6.77,-4.8,
6.771,-4.9,
6.772,-5,
6.773,-5,
6.774,-5.1,
6.775,-5.2,
6.776,-5.4,
6.777,-5.7,
6.778,-6.1,
6.779,-6.6,
6.78,-7,
6.781,-7.4,
6.782,-7.7,
6.783,-8,
6.784,-8.2,
6.785,-8.4,
6.786,-8.6,
6.787,-8.8,
6.788,-9.1,
6.789,-9.4,
6.79,-9.8,
6.791,-10.2,
6.792,-10.4,
6.793,-10.4,
6.794,-10.3,
6.795,-10.1,
6.796,-9.9,
6.797,-9.6,
6.798,-9.2,
6.799,-8.8,
6.8,-8.2,
6.801,-7.7,
6.802,-7.2,
6.803,-6.6,
6.804,-5.9,
6.805,-5.3,
6.806,-4.6,
6.807,-4,
6.808,-3.6,
6.809,-3.4,
6.81,-3.5,
6.811,-3.7,
6.812,-4,
6.813,-4.5,
6.814,-5,
6.815,-5.6,
6.816,-6.2,
6.817,-6.7,
6.818,-7.1,
6.819,-7.3,
6.82,-7.5,
6.821,-7.6,
6.822,-7.6,
6.823,-7.7,
6.824,-7.6,
6.825,-7.6,
6.826,-7.6,
6.827,-7.5,
6.828,-7.4,
6.829,-7.4,
6.83,-7.5,
6.831,-7.9,
6.832,-8.3,
6.833,-8.4,
6.834,-8.4,
6.835,-8.3,
6.836,-8.5,
6.837,-9.1,
6.838,-10.1,
6.839,-10.9,
6.84,-11.5,
6.841,-11.9,
6.842,-12.2,
6.843,-12.6,
6.844,-12.9,
6.845,-13.1,
6.846,-12.9,
6.847,-12.4,
6.848,-11.8,
6.849,-11.3,
6.85,-10.9,
6.851,-10.4,
6.852,-9.9,
6.853,-9.4,
6.854,-9,
6.855,-8.6,
6.856,-8.4,
6.857,-8.1,
6.858,-7.9,
6.859,-7.6,
6.86,-7.3,
6.861,-7,
6.862,-6.8,
6.863,-6.6,
6.864,-6.5,
6.865,-6.4,
6.866,-6.3,
6.867,-6.2,
6.868,-6.1,
6.869,-5.9,
6.87,-5.8,
6.871,-5.6,
6.872,-5.4,
6.873,-5.3,
6.874,-5.3,
6.875,-5.2,
6.876,-5.1,
6.877,-4.9,
6.878,-4.8,
6.879,-4.6,
6.88,-4.3,
6.881,-4,
6.882,-3.5,
6.883,-3.1,
6.884,-2.6,
6.885,-2.2,
6.886,-1.8,
6.887,-1.5,
6.888,-1.3,
6.889,-1,
6.89,-0.8,
6.891,-0.7,
6.892,-0.5,
6.893,-0.4,
6.894,-0.4,
6.895,-0.5,
6.896,-0.6,
6.897,-0.7,
6.898,-0.7,
6.899,-0.7,
6.9,-0.6,
6.901,-0.6,
6.902,-0.6,
6.903,-0.7,
6.904,-0.8,
6.905,-0.8,
6.906,-0.8,
6.907,-0.8,
6.908,-0.8,
6.909,-0.9,
6.91,-0.9,
6.911,-1,
6.912,-1,
6.913,-1.1,
6.914,-1.2,
6.915,-1.3,
6.916,-1.4,
6.917,-1.5,
6.918,-1.5,
6.919,-1.5,
6.92,-1.4,
6.921,-1.4,
6.922,-1.4,
6.923,-1.3,
6.924,-1.2,
6.925,-1,
6.926,-0.9,
6.927,-0.9,
6.928,-0.9,
6.929,-0.8,
6.93,-0.6,
6.931,-0.3,
6.932,0.2,
6.933,0.4,
6.934,0.5,
6.935,0.4,
6.936,0.4,
6.937,0.8,
6.938,1.3,
6.939,1.8,
6.94,2.1,
6.941,2.2,
6.942,2.1,
6.943,2.1,
6.944,2.1,
6.945,2.2,
6.946,2.3,
6.947,2.3,
6.948,2.4,
6.949,2.4,
6.95,2.5,
6.951,2.6,
6.952,2.8,
6.953,2.9,
6.954,3.1,
6.955,3.3,
6.956,3.5,
6.957,3.6,
6.958,3.7,
6.959,3.7,
6.96,3.6,
6.961,3.4,
6.962,3.1,
6.963,2.8,
6.964,2.4,
6.965,2.1,
6.966,2,
6.967,1.9,
6.968,1.9,
6.969,2,
6.97,2.2,
6.971,2.5,
6.972,3,
6.973,3.6,
6.974,4.2,
6.975,4.8,
6.976,5.3,
6.977,5.8,
6.978,6.1,
6.979,6.5,
6.98,6.9,
6.981,7.1,
6.982,7.2,
6.983,7.1,
6.984,7,
6.985,6.8,
6.986,6.5,
6.987,6.3,
6.988,6,
6.989,5.8,
6.99,5.5,
6.991,5.4,
6.992,5.4,
6.993,5.4,
6.994,5.4,
6.995,5.5,
6.996,5.7,
6.997,5.9,
6.998,6.1,
6.999,6.3,
7,6.4,
7.001,6.5,
7.002,6.6,
7.003,6.7,
7.004,6.7,
7.005,6.6,
7.006,6.4,
7.007,6,
7.008,5.6,
7.009,5.1,
7.01,4.6,
7.011,3.9,
7.012,2.9,
7.013,1.8,
7.014,0.4,
7.015,-1.3,
7.016,-3.1,
7.017,-5.1,
7.018,-7.3,
7.019,-9.8,
7.02,-12.5,
7.021,-15.4,
7.022,-18.7,
7.023,-22.3,
7.024,-26.1,
7.025,-30.2,
7.026,-34.5,
7.027,-39.1,
7.028,-43.8,
7.029,-48.9,
7.03,-54.3,
7.031,-60,
7.032,-65.8,
7.033,-71.8,
7.034,-77.9,
7.035,-83.9,
7.036,-90,
7.037,-96.1,
7.038,-101.8,
7.039,-107,
7.04,-111.5,
7.041,-115.1,
7.042,-117.8,
7.043,-119.4,
7.044,-119.9,
7.045,-119.3,
7.046,-117.5,
7.047,-114.6,
7.048,-110.8,
7.049,-106.1,
7.05,-100.5,
7.051,-94.2,
7.052,-87.2,
7.053,-79.6,
7.054,-71.7,
7.055,-63.6,
7.056,-55.2,
7.057,-46.7,
7.058,-38.2,
7.059,-30,
7.06,-22.2,
7.061,-15,
7.062,-8.4,
7.063,-2.4,
7.064,2.9,
7.065,7.6,
7.066,11.7,
7.067,15.2,
7.068,18,
7.069,20.3,
7.07,22,
7.071,23.4,
7.072,24.5,
7.073,25.4,
7.074,26.2,
7.075,26.9,
7.076,27.3,
7.077,27.5,
7.078,27.6,
7.079,27.6,
7.08,27.4,
7.081,27,
7.082,26.4,
7.083,25.7,
7.084,24.7,
7.085,23.7,
7.086,22.7,
7.087,21.7,
7.088,20.7,
7.089,19.6,
7.09,18.6,
7.091,17.6,
7.092,16.6,
7.093,15.6,
7.094,14.6,
7.095,13.5,
7.096,12.4,
7.097,11.3,
7.098,10.2,
7.099,9.2,
7.1,8.2,
7.101,7.2,
7.102,6.2,
7.103,5.3,
7.104,4.4,
7.105,3.7,
7.106,3,
7.107,2.5,
7.108,2.1,
7.109,1.8,
7.11,1.5,
7.111,1.3,
7.112,1.1,
7.113,1,
7.114,0.8,
7.115,0.6,
7.116,0.5,
7.117,0.4,
7.118,0.4,
7.119,0.4,
7.12,0.4,
7.121,0.4,
7.122,0.4,
7.123,0.4,
7.124,0.4,
7.125,0.5,
7.126,0.6,
7.127,0.8,
7.128,1,
7.129,1.2,
7.13,1.3,
7.131,1.4,
7.132,1.3,
7.133,1.3,
7.134,1.4,
7.135,1.4,
7.136,1.1,
7.137,0.7,
7.138,0,
7.139,-0.7,
7.14,-1.1,
7.141,-1.3,
7.142,-1.5,
7.143,-1.6,
7.144,-1.8,
7.145,-2,
7.146,-2.1,
7.147,-2.1,
7.148,-2.1,
7.149,-2.1,
7.15,-2.1,
7.151,-2,
7.152,-1.9,
7.153,-1.9,
7.154,-2,
7.155,-2.2,
7.156,-2.3,
7.157,-2.6,
7.158,-2.7,
7.159,-3,
7.16,-3.3,
7.161,-3.6,
7.162,-3.9,
7.163,-4.1,
7.164,-4.3,
7.165,-4.4,
7.166,-4.5,
7.167,-4.6,
7.168,-4.6,
7.169,-4.6,
7.17,-4.5,
7.171,-4.5,
7.172,-4.4,
7.173,-4.3,
7.174,-4.3,
7.175,-4.3,
7.176,-4.4,
7.177,-4.3,
7.178,-4.3,
7.179,-4.1,
7.18,-4.1,
7.181,-4.1,
7.182,-4.2,
7.183,-4.4,
7.184,-4.6,
7.185,-4.7,
7.186,-4.7,
7.187,-4.7,
7.188,-4.8,
7.189,-5,
7.19,-5.3,
7.191,-5.6,
7.192,-5.8,
7.193,-5.9,
7.194,-6,
7.195,-5.9,
7.196,-5.9,
7.197,-5.8,
7.198,-5.5,
7.199,-5.1,
7.2,-4.6,
7.201,-4,
7.202,-3.6,
7.203,-3.3,
7.204,-3.1,
7.205,-3,
7.206,-2.8,
7.207,-2.7,
7.208,-2.7,
7.209,-2.9,
7.21,-3.4,
7.211,-3.8,
7.212,-4.2,
7.213,-4.6,
7.214,-4.8,
7.215,-5.1,
7.216,-5.4,
7.217,-5.7,
7.218,-6,
7.219,-6.3,
7.22,-6.6,
7.221,-6.7,
7.222,-6.8,
7.223,-6.8,
7.224,-6.8,
7.225,-6.7,
7.226,-6.7,
7.227,-6.7,
7.228,-6.6,
7.229,-6.6,
7.23,-6.7,
7.231,-6.9,
7.232,-7.1,
7.233,-7.3,
7.234,-7.5,
7.235,-7.6,
7.236,-7.9,
7.237,-8.5,
7.238,-9.2,
7.239,-10,
7.24,-10.7,
7.241,-11.1,
7.242,-11.5,
7.243,-11.8,
7.244,-12.1,
7.245,-12.5,
7.246,-12.8,
7.247,-13.3,
7.248,-13.8,
7.249,-14.4,
7.25,-14.9,
7.251,-15.2,
7.252,-15.4,
7.253,-15.4,
7.254,-15.3,
7.255,-15,
7.256,-14.4,
7.257,-13.5,
7.258,-12.5,
7.259,-11.5,
7.26,-10.5,
7.261,-9.3,
7.262,-8,
7.263,-6.7,
7.264,-5.5,
7.265,-4.5,
7.266,-3.8,
7.267,-3.3,
7.268,-2.9,
7.269,-2.7,
7.27,-2.8,
7.271,-3.2,
7.272,-3.9,
7.273,-4.7,
7.274,-5.5,
7.275,-6.4,
7.276,-7.2,
7.277,-8,
7.278,-8.9,
7.279,-9.6,
7.28,-10.2,
7.281,-10.6,
7.282,-10.8,
7.283,-10.8,
7.284,-10.8,
7.285,-10.8,
7.286,-10.8,
7.287,-10.9,
7.288,-11,
7.289,-11,
7.29,-10.9,
7.291,-10.8,
7.292,-10.7,
7.293,-10.6,
7.294,-10.6,
7.295,-10.7,
7.296,-10.8,
7.297,-10.9,
7.298,-11,
7.299,-11.2,
7.3,-11.4,
7.301,-11.7,
7.302,-12.1,
7.303,-12.5,
7.304,-12.8,
7.305,-12.8,
7.306,-12.7,
7.307,-12.6,
7.308,-12.4,
7.309,-12.3,
7.31,-12.2,
7.311,-12.2,
7.312,-12.1,
7.313,-11.9,
7.314,-11.7,
7.315,-11.6,
7.316,-11.5,
7.317,-11.5,
7.318,-11.6,
7.319,-11.7,
7.32,-11.8,
7.321,-12,
7.322,-12.3,
7.323,-12.8,
7.324,-13.2,
7.325,-13.6,
7.326,-13.9,
7.327,-14.5,
7.328,-15.2,
7.329,-16,
7.33,-16.4,
7.331,-16.4,
7.332,-16.2,
7.333,-16.3,
7.334,-17,
7.335,-17.8,
7.336,-17.8,
7.337,-16.7,
7.338,-14.7,
7.339,-12.7,
7.34,-11.5,
7.341,-11.1,
7.342,-10.9,
7.343,-10.6,
7.344,-10.2,
7.345,-10.1,
7.346,-10.5,
7.347,-11.3,
7.348,-12.1,
7.349,-12.7,
7.35,-13.2,
7.351,-13.7,
7.352,-14.2,
7.353,-14.8,
7.354,-15.2,
7.355,-15.4,
7.356,-15.4,
7.357,-15.5,
7.358,-15.7,
7.359,-15.7,
7.36,-15.7,
7.361,-15.7,
7.362,-15.5,
7.363,-15.4,
7.364,-15.2,
7.365,-15.1,
7.366,-14.9,
7.367,-14.8,
7.368,-14.7,
7.369,-14.7,
7.37,-14.7,
7.371,-14.7,
7.372,-14.8,
7.373,-14.8,
7.374,-14.7,
7.375,-14.6,
7.376,-14.5,
7.377,-14.3,
7.378,-14.2,
7.379,-14.1,
7.38,-14,
7.381,-13.6,
7.382,-13.1,
7.383,-12.5,
7.384,-11.9,
7.385,-11.3,
7.386,-10.7,
7.387,-10.2,
7.388,-9.6,
7.389,-9.1,
7.39,-8.7,
7.391,-8.4,
7.392,-8.1,
7.393,-7.9,
7.394,-7.7,
7.395,-7.6,
7.396,-7.4,
7.397,-7.3,
7.398,-7.1,
7.399,-6.9,
7.4,-6.7,
7.401,-6.5,
7.402,-6.4,
7.403,-6.3,
7.404,-6.1,
7.405,-5.9,
7.406,-5.5,
7.407,-5.2,
7.408,-4.8,
7.409,-4.5,
7.41,-4.2,
7.411,-4,
7.412,-3.8,
7.413,-3.5,
7.414,-3.3,
7.415,-3,
7.416,-2.8,
7.417,-2.6,
7.418,-2.4,
7.419,-2.3,
7.42,-2.2,
7.421,-2.1,
7.422,-1.9,
7.423,-1.8,
7.424,-1.6,
7.425,-1.5,
7.426,-1.3,
7.427,-1.1,
7.428,-1,
7.429,-0.8,
7.43,-0.8,
7.431,-0.9,
7.432,-1.1,
7.433,-1.1,
7.434,-1,
7.435,-0.8,
7.436,-0.8,
7.437,-1,
7.438,-1.3,
7.439,-1.6,
7.44,-1.8,
7.441,-2,
7.442,-2,
7.443,-2.2,
7.444,-2.3,
7.445,-2.4,
7.446,-2.3,
7.447,-2.1,
7.448,-1.8,
7.449,-1.4,
7.45,-1,
7.451,-0.6,
7.452,-0.2,
7.453,0.2,
7.454,0.4,
7.455,0.7,
7.456,0.8,
7.457,0.9,
7.458,1,
7.459,1,
7.46,1.1,
7.461,1,
7.462,1,
7.463,0.9,
7.464,0.8,
7.465,0.7,
7.466,0.7,
7.467,0.6,
7.468,0.5,
7.469,0.4,
7.47,0.3,
7.471,0.2,
7.472,0.1,
7.473,0,
7.474,0,
7.475,-0.1,
7.476,-0.1,
7.477,-0.1,
7.478,-0.2,
7.479,-0.2,
7.48,-0.3,
7.481,-0.3,
7.482,-0.3,
7.483,-0.3,
7.484,-0.3,
7.485,-0.4,
7.486,-0.5,
7.487,-0.6,
7.488,-0.7,
7.489,-0.7,
7.49,-0.8,
7.491,-0.7,
7.492,-0.8,
7.493,-0.8,
7.494,-0.9,
7.495,-0.9,
7.496,-0.8,
7.497,-0.7,
7.498,-0.5,
7.499,-0.4,
7.5,-0.2,
7.501,-0.1,
7.502,0,
7.503,0.1,
7.504,0.2,
7.505,0.2,
7.506,0.2,
7.507,0,
7.508,-0.2,
7.509,-0.3,
7.51,-0.3,
7.511,-0.3,
7.512,-0.3,
7.513,-0.4,
7.514,-0.5,
7.515,-0.6,
7.516,-0.6,
7.517,-0.6,
7.518,-0.5,
7.519,-0.5,
7.52,-0.4,
7.521,-0.3,
7.522,-0.2,
7.523,0,
7.524,0.2,
7.525,0.2,
7.526,0.2,
7.527,0.2,
7.528,0.2,
7.529,0.2,
7.53,0,
7.531,-0.4,
7.532,-0.8,
7.533,-1,
7.534,-1,
7.535,-0.9,
7.536,-1,
7.537,-1.4,
7.538,-2.1,
7.539,-2.8,
7.54,-3.3,
7.541,-3.5,
7.542,-3.6,
7.543,-3.8,
7.544,-4,
7.545,-4.2,
7.546,-4.1,
7.547,-4,
7.548,-3.9,
7.549,-3.8,
7.55,-3.7,
7.551,-3.6,
7.552,-3.5,
7.553,-3.5,
7.554,-3.5,
7.555,-3.7,
7.556,-3.9,
7.557,-4.1,
7.558,-4.2,
7.559,-4.2,
7.56,-4.3,
7.561,-4.5,
7.562,-4.8,
7.563,-5.1,
7.564,-5.4,
7.565,-5.7,
7.566,-5.9,
7.567,-6.1,
7.568,-6.4,
7.569,-6.6,
7.57,-6.7,
7.571,-6.9,
7.572,-6.9,
7.573,-6.9,
7.574,-6.8,
7.575,-6.7,
7.576,-6.6,
7.577,-6.5,
7.578,-6.4,
7.579,-6.2,
7.58,-6.1,
7.581,-6,
7.582,-5.9,
7.583,-5.8,
7.584,-5.7,
7.585,-5.7,
7.586,-5.7,
7.587,-5.7,
7.588,-5.7,
7.589,-5.8,
7.59,-5.9,
7.591,-5.9,
7.592,-6,
7.593,-6.1,
7.594,-6.2,
7.595,-6.3,
7.596,-6.5,
7.597,-6.5,
7.598,-6.5,
7.599,-6.5,
7.6,-6.4,
7.601,-6.4,
7.602,-6.5,
7.603,-6.6,
7.604,-6.7,
7.605,-6.9,
7.606,-7.1,
7.607,-7.4,
7.608,-7.7,
7.609,-8,
7.61,-8.2,
7.611,-8.5,
7.612,-8.7,
7.613,-8.9,
7.614,-9,
7.615,-9,
7.616,-9,
7.617,-9,
7.618,-9.1,
7.619,-9.2,
7.62,-9.3,
7.621,-9.3,
7.622,-9.4,
7.623,-9.4,
7.624,-9.4,
7.625,-9.7,
7.626,-10.1,
7.627,-10.6,
7.628,-11.1,
7.629,-11.6,
7.63,-12.1,
7.631,-12.6,
7.632,-13.1,
7.633,-13.4,
7.634,-13.4,
7.635,-13.2,
7.636,-13,
7.637,-12.9,
7.638,-12.8,
7.639,-12.5,
7.64,-12,
7.641,-11.3,
7.642,-10.5,
7.643,-9.7,
7.644,-9,
7.645,-8.3,
7.646,-7.5,
7.647,-6.9,
7.648,-6.4,
7.649,-6,
7.65,-5.8,
7.651,-5.7,
7.652,-5.6,
7.653,-5.5,
7.654,-5.4,
7.655,-5.3,
7.656,-4.9,
7.657,-4.3,
7.658,-3.7,
7.659,-3,
7.66,-2.2,
7.661,-1.3,
7.662,-0.3,
7.663,0.7,
7.664,1.4,
7.665,1.7,
7.666,1.6,
7.667,1.3,
7.668,0.9,
7.669,0.4,
7.67,-0.2,
7.671,-1,
7.672,-1.8,
7.673,-2.6,
7.674,-3.2,
7.675,-3.4,
7.676,-3.4,
7.677,-3.2,
7.678,-2.8,
7.679,-2.1,
7.68,-1.1,
7.681,0.2,
7.682,1.7,
7.683,3.3,
7.684,4.5,
7.685,5.5,
7.686,6.3,
7.687,7,
7.688,7.5,
7.689,7.7,
7.69,7.6,
7.691,7.1,
7.692,6.4,
7.693,5.7,
7.694,4.9,
7.695,4.3,
7.696,3.6,
7.697,2.9,
7.698,2.3,
7.699,1.8,
7.7,1.5,
7.701,1.3,
7.702,1.2,
7.703,1.1,
7.704,1,
7.705,0.9,
7.706,0.7,
7.707,0.6,
7.708,0.5,
7.709,0.4,
7.71,0.3,
7.711,0.1,
7.712,-0.3,
7.713,-0.7,
7.714,-1.2,
7.715,-1.7,
7.716,-2.4,
7.717,-3.2,
7.718,-4,
7.719,-4.6,
7.72,-4.8,
7.721,-4.7,
7.722,-4.2,
7.723,-3.6,
7.724,-2.8,
7.725,-1.8,
7.726,-0.7,
7.727,0.8,
7.728,2.4,
7.729,4,
7.73,5.5,
7.731,6.9,
7.732,8.2,
7.733,9.3,
7.734,10.3,
7.735,11,
7.736,11.2,
7.737,10.9,
7.738,10.1,
7.739,9,
7.74,7.9,
7.741,6.9,
7.742,6,
7.743,5,
7.744,4,
7.745,3.1,
7.746,2.4,
7.747,1.9,
7.748,1.6,
7.749,1.5,
7.75,1.5,
7.751,1.7,
7.752,2,
7.753,2.5,
7.754,3.2,
7.755,3.9,
7.756,4.6,
7.757,5.4,
7.758,6,
7.759,6.6,
7.76,7.1,
7.761,7.5,
7.762,7.6,
7.763,7.6,
7.764,7.3,
7.765,7.1,
7.766,6.9,
7.767,6.7,
7.768,6.6,
7.769,6.6,
7.77,6.7,
7.771,7,
7.772,7.3,
7.773,7.6,
7.774,7.9,
7.775,7.9,
7.776,7.8,
7.777,7.5,
7.778,7,
7.779,6.3,
7.78,5.3,
7.781,3.9,
7.782,2.2,
7.783,0.3,
7.784,-1.7,
7.785,-3.7,
7.786,-5.9,
7.787,-8.3,
7.788,-11,
7.789,-13.9,
7.79,-17.1,
7.791,-20.4,
7.792,-24,
7.793,-28,
7.794,-32.5,
7.795,-37.4,
7.796,-42.7,
7.797,-48.1,
7.798,-53.8,
7.799,-59.7,
7.8,-66,
7.801,-72.7,
7.802,-79.7,
7.803,-86.8,
7.804,-93.7,
7.805,-100.3,
7.806,-106.2,
7.807,-111.5,
7.808,-115.9,
7.809,-119.2,
7.81,-121.2,
7.811,-121.7,
7.812,-120.7,
7.813,-118.3,
7.814,-114.5,
7.815,-109.6,
7.816,-103.5,
7.817,-96.3,
7.818,-88.2,
7.819,-79.3,
7.82,-69.9,
7.821,-60.1,
7.822,-50.2,
7.823,-40.4,
7.824,-30.9,
7.825,-21.9,
7.826,-13.7,
7.827,-6.2,
7.828,0.4,
7.829,6.1,
7.83,10.7,
7.831,14.3,
7.832,17.1,
7.833,19.5,
7.834,21.6,
7.835,23.5,
7.836,24.7,
7.837,25,
7.838,24.6,
7.839,24,
7.84,23.5,
7.841,23.3,
7.842,23.1,
7.843,22.5,
7.844,21.6,
7.845,20.3,
7.846,18.8,
7.847,17.1,
7.848,15.4,
7.849,13.6,
7.85,11.7,
7.851,9.9,
7.852,8.2,
7.853,6.9,
7.854,6.1,
7.855,5.7,
7.856,5.8,
7.857,6.3,
7.858,6.8,
7.859,7.3,
7.86,7.7,
7.861,8,
7.862,8,
7.863,7.7,
7.864,7,
7.865,6,
7.866,4.8,
7.867,3.6,
7.868,2.4,
7.869,1.3,
7.87,0.1,
7.871,-1,
7.872,-1.9,
7.873,-2.4,
7.874,-2.6,
7.875,-2.4,
7.876,-2.3,
7.877,-2.3,
7.878,-2.4,
7.879,-2.3,
7.88,-2,
7.881,-1.5,
7.882,-0.8,
7.883,-0.1,
7.884,0.9,
7.885,1.9,
7.886,2.9,
7.887,3.8,
7.888,4.7,
7.889,5.5,
7.89,6.2,
7.891,6.7,
7.892,6.9,
7.893,6.7,
7.894,6.3,
7.895,5.7,
7.896,4.9,
7.897,4,
7.898,2.9,
7.899,1.7,
7.9,0.3,
7.901,-1,
7.902,-2.2,
7.903,-3.1,
7.904,-3.8,
7.905,-4.3,
7.906,-4.7,
7.907,-4.9,
7.908,-4.8,
7.909,-4.4,
7.91,-4,
7.911,-3.6,
7.912,-3.5,
7.913,-3.6,
7.914,-3.9,
7.915,-4.2,
7.916,-4.7,
7.917,-5.6,
7.918,-6.8,
7.919,-7.9,
7.92,-8.8,
7.921,-9.3,
7.922,-9.7,
7.923,-10,
7.924,-10.2,
7.925,-10,
7.926,-9.5,
7.927,-8.8,
7.928,-8.1,
7.929,-7.5,
7.93,-6.7,
7.931,-5.7,
7.932,-4.6,
7.933,-4,
7.934,-4.2,
7.935,-4.8,
7.936,-4.9,
7.937,-4.1,
7.938,-2.6,
7.939,-1.3,
7.94,-0.8,
7.941,-1.1,
7.942,-1.7,
7.943,-2.3,
7.944,-2.9,
7.945,-3.7,
7.946,-4.8,
7.947,-6,
7.948,-6.8,
