Time,Amplitude,F_Sampling
9.483,3.2,
9.484,3.1,
9.485,3.1,
9.486,3.1,
9.487,3.2,
9.488,3.2,
9.489,3.3,
9.49,3.3,
9.491,3.4,
9.492,3.5,
9.493,3.5,
9.494,3.5,
9.495,3.4,
9.496,3.3,
9.497,3.2,
9.498,3.1,
9.499,3,
9.5,2.9,
9.501,2.7,
9.502,2.7,
9.503,2.6,
9.504,2.5,
9.505,2.4,
9.506,2.4,
9.507,2.3,
9.508,2.2,
9.509,2.1,
9.51,2,
9.511,1.9,
9.512,1.8,
9.513,1.7,
9.514,1.7,
9.515,1.7,
9.516,1.8,
9.517,2,
9.518,2.2,
9.519,2.5,
9.52,2.7,
9.521,2.8,
9.522,3,
9.523,3.1,
9.524,3.2,
9.525,3.3,
9.526,3.3,
9.527,3.2,
9.528,3,
9.529,2.9,
9.53,2.8,
9.531,2.6,
9.532,2.5,
9.533,2.4,
9.534,2.2,
9.535,2,
9.536,1.9,
9.537,1.8,
9.538,1.7,
9.539,1.6,
9.54,1.4,
9.541,1.1,
9.542,0.8,
9.543,0.5,
9.544,0.2,
9.545,-0.1,
9.546,-0.3,
9.547,-0.5,
9.548,-0.6,
9.549,-0.8,
9.55,-0.9,
9.551,-0.9,
9.552,-0.9,
9.553,-1,
9.554,-1,
9.555,-1.2,
9.556,-1.4,
9.557,-1.6,
9.558,-1.8,
9.559,-2.2,
9.56,-2.5,
9.561,-3,
9.562,-3.4,
9.563,-4,
9.564,-4.6,
9.565,-5.2,
9.566,-5.7,
9.567,-6.1,
9.568,-6.4,
9.569,-6.5,
9.57,-6.3,
9.571,-5.8,
9.572,-5.1,
9.573,-4.3,
9.574,-3.2,
9.575,-2.1,
9.576,-0.9,
9.577,0.2,
9.578,1.1,
9.579,1.8,
9.58,2.1,
9.581,2.4,
9.582,2.6,
9.583,2.7,
9.584,2.6,
9.585,2.1,
9.586,1.2,
9.587,-0.1,
9.588,-1.7,
9.589,-3.4,
9.59,-4.9,
9.591,-6.2,
9.592,-7.2,
9.593,-7.9,
9.594,-8.2,
9.595,-8.3,
9.596,-8.2,
9.597,-7.9,
9.598,-7.6,
9.599,-7.2,
9.6,-6.9,
9.601,-6.5,
9.602,-6.2,
9.603,-5.9,
9.604,-5.6,
9.605,-5.4,
9.606,-5.1,
9.607,-4.8,
9.608,-4.6,
9.609,-4.3,
9.61,-4.1,
9.611,-4,
9.612,-3.9,
9.613,-3.8,
9.614,-3.8,
9.615,-3.8,
9.616,-3.8,
9.617,-3.7,
9.618,-3.7,
9.619,-3.6,
9.62,-3.6,
9.621,-3.5,
9.622,-3.5,
9.623,-3.4,
9.624,-3.4,
9.625,-3.3,
9.626,-3.2,
9.627,-3,
9.628,-2.9,
9.629,-2.7,
9.63,-2.5,
9.631,-2.3,
9.632,-2.1,
9.633,-2,
9.634,-1.9,
9.635,-1.8,
9.636,-1.8,
9.637,-1.7,
9.638,-1.6,
9.639,-1.6,
9.64,-1.6,
9.641,-1.6,
9.642,-1.7,
9.643,-1.8,
9.644,-1.9,
9.645,-1.9,
9.646,-1.8,
9.647,-1.7,
9.648,-1.6,
9.649,-1.5,
9.65,-1.3,
9.651,-1.2,
9.652,-1.1,
9.653,-0.9,
9.654,-0.8,
9.655,-0.7,
9.656,-0.7,
9.657,-0.6,
9.658,-0.6,
9.659,-0.6,
9.66,-0.5,
9.661,-0.5,
9.662,-0.5,
9.663,-0.5,
9.664,-0.4,
9.665,-0.4,
9.666,-0.4,
9.667,-0.4,
9.668,-0.4,
9.669,-0.4,
9.67,-0.4,
9.671,-0.4,
9.672,-0.4,
9.673,-0.4,
9.674,-0.4,
9.675,-0.4,
9.676,-0.4,
9.677,-0.3,
9.678,-0.3,
9.679,-0.3,
9.68,-0.3,
9.681,-0.2,
9.682,-0.2,
9.683,-0.1,
9.684,0,
9.685,0.1,
9.686,0.1,
9.687,0,
9.688,0,
9.689,0.1,
9.69,0.3,
9.691,0.5,
9.692,0.7,
9.693,0.9,
9.694,1,
9.695,1.2,
9.696,1.3,
9.697,1.5,
9.698,1.6,
9.699,1.6,
9.7,1.7,
9.701,1.8,
9.702,1.9,
9.703,2,
9.704,2.1,
9.705,2.2,
9.706,2.3,
9.707,2.4,
9.708,2.5,
9.709,2.5,
9.71,2.6,
9.711,2.6,
9.712,2.6,
9.713,2.6,
9.714,2.6,
9.715,2.6,
9.716,2.6,
9.717,2.5,
9.718,2.4,
9.719,2.4,
9.72,2.4,
9.721,2.3,
9.722,2.1,
9.723,1.9,
9.724,1.7,
9.725,1.6,
9.726,1.6,
9.727,1.5,
9.728,1.3,
9.729,1.1,
9.73,0.9,
9.731,0.8,
9.732,0.6,
9.733,0.5,
9.734,0.3,
9.735,0.2,
9.736,0.1,
9.737,0.1,
9.738,0.1,
9.739,0.2,
9.74,0.3,
9.741,0.2,
9.742,0.1,
9.743,0,
9.744,0,
9.745,0,
9.746,0.1,
9.747,0.1,
9.748,0.2,
9.749,0.2,
9.75,0.2,
9.751,0.2,
9.752,0.2,
9.753,0.3,
9.754,0.3,
9.755,0.3,
9.756,0.1,
9.757,-0.1,
9.758,-0.5,
9.759,-0.9,
9.76,-1.3,
9.761,-1.7,
9.762,-2.1,
9.763,-2.4,
9.764,-2.8,
9.765,-3.2,
9.766,-3.5,
9.767,-3.8,
9.768,-4.1,
9.769,-4.3,
9.77,-4.6,
9.771,-4.7,
9.772,-4.9,
9.773,-4.9,
9.774,-4.9,
9.775,-4.9,
9.776,-5.1,
9.777,-5.3,
9.778,-5.5,
9.779,-5.8,
9.78,-6,
9.781,-6.4,
9.782,-6.8,
9.783,-7.3,
9.784,-7.8,
9.785,-8.4,
9.786,-8.9,
9.787,-9.3,
9.788,-9.8,
9.789,-10.2,
9.79,-10.7,
9.791,-11.1,
9.792,-11.5,
9.793,-11.8,
9.794,-12.1,
9.795,-12.4,
9.796,-12.7,
9.797,-13,
9.798,-13.3,
9.799,-13.6,
9.8,-13.8,
9.801,-14,
9.802,-14.2,
9.803,-14.4,
9.804,-14.7,
9.805,-14.9,
9.806,-15.1,
9.807,-15.3,
9.808,-15.6,
9.809,-15.9,
9.81,-16.4,
9.811,-16.8,
9.812,-17.1,
9.813,-17.5,
9.814,-17.7,
9.815,-18,
9.816,-18.2,
9.817,-18.3,
9.818,-18.4,
9.819,-18.4,
9.82,-18.4,
9.821,-18.5,
9.822,-18.6,
9.823,-18.7,
9.824,-18.7,
9.825,-18.7,
9.826,-18.8,
9.827,-18.9,
9.828,-19,
9.829,-19.1,
9.83,-19.1,
9.831,-19.1,
9.832,-19,
9.833,-18.9,
9.834,-18.9,
9.835,-18.9,
9.836,-18.7,
9.837,-18.3,
9.838,-17.9,
9.839,-17.5,
9.84,-17.2,
9.841,-16.8,
9.842,-16.5,
9.843,-16,
9.844,-15.6,
9.845,-15.2,
9.846,-14.8,
9.847,-14.5,
9.848,-14.2,
9.849,-13.9,
9.85,-13.6,
9.851,-13.3,
9.852,-13,
9.853,-12.7,
9.854,-12.5,
9.855,-12.1,
9.856,-11.8,
9.857,-11.6,
9.858,-11.3,
9.859,-11,
9.86,-10.8,
9.861,-10.5,
9.862,-10.1,
9.863,-9.8,
9.864,-9.5,
9.865,-9.2,
9.866,-9,
9.867,-8.7,
9.868,-8.4,
9.869,-8.2,
9.87,-7.8,
9.871,-7.5,
9.872,-7.2,
9.873,-6.9,
9.874,-6.6,
9.875,-6.4,
9.876,-6.1,
9.877,-5.8,
9.878,-5.4,
9.879,-5,
9.88,-4.6,
9.881,-4.2,
9.882,-3.9,
9.883,-3.5,
9.884,-3.1,
9.885,-2.7,
9.886,-2.2,
9.887,-1.8,
9.888,-1.4,
9.889,-1,
9.89,-0.7,
9.891,-0.3,
9.892,0,
9.893,0.4,
9.894,0.7,
9.895,1,
9.896,1.3,
9.897,1.5,
9.898,1.7,
9.899,1.9,
9.9,2,
9.901,2.2,
9.902,2.3,
9.903,2.4,
9.904,2.5,
9.905,2.5,
9.906,2.5,
9.907,2.5,
9.908,2.4,
9.909,2.4,
9.91,2.4,
9.911,2.4,
9.912,2.5,
9.913,2.5,
9.914,2.5,
9.915,2.5,
9.916,2.6,
9.917,2.7,
9.918,2.9,
9.919,3.2,
9.92,3.4,
9.921,3.5,
9.922,3.8,
9.923,4,
9.924,4.2,
9.925,4.4,
9.926,4.6,
9.927,4.8,
9.928,4.9,
9.929,5.1,
9.93,5.1,
9.931,5.1,
9.932,5.1,
9.933,5.1,
9.934,5.3,
9.935,5.4,
9.936,5.4,
9.937,5.2,
9.938,4.8,
9.939,4.5,
9.94,4.3,
9.941,4.2,
9.942,4.1,
9.943,4.1,
9.944,3.9,
9.945,3.8,
9.946,3.7,
9.947,3.7,
9.948,3.7,
9.949,3.7,
9.95,3.7,
9.951,3.8,
9.952,3.8,
9.953,4,
9.954,4.1,
9.955,4.2,
9.956,4.3,
9.957,4.4,
9.958,4.5,
9.959,4.6,
9.96,4.7,
9.961,4.8,
9.962,4.8,
9.963,4.9,
9.964,4.9,
9.965,4.9,
9.966,4.9,
9.967,5,
9.968,5.1,
9.969,5.1,
9.97,5,
9.971,4.9,
9.972,4.8,
9.973,4.8,
9.974,4.9,
9.975,4.9,
9.976,5,
9.977,5.1,
9.978,5.2,
9.979,5.3,
9.98,5.4,
9.981,5.6,
9.982,5.7,
9.983,5.9,
9.984,6,
9.985,6.1,
9.986,6.2,
9.987,6.3,
9.988,6.3,
9.989,6.3,
9.99,6.2,
9.991,6.1,
9.992,6,
9.993,5.9,
9.994,5.7,
9.995,5.4,
9.996,5.1,
9.997,4.8,
9.998,4.6,
9.999,4.4,
10,4.2,
10.001,4,
10.002,3.9,
10.003,3.9,
10.004,4,
10.005,4.1,
10.006,4.3,
10.007,4.6,
10.008,4.9,
10.009,5.4,
10.01,6,
10.011,6.7,
10.012,7.6,
10.013,8.5,
10.014,9.4,
10.015,10.4,
10.016,11.5,
10.017,12.6,
10.018,13.7,
10.019,14.7,
10.02,15.7,
10.021,16.5,
10.022,17.2,
10.023,17.7,
10.024,17.9,
10.025,17.7,
10.026,16.9,
10.027,15.6,
10.028,13.8,
10.029,11.3,
10.03,8.2,
10.031,4.8,
10.032,1.3,
10.033,-1.9,
10.034,-4.3,
10.035,-5.8,
10.036,-6.3,
10.037,-5.9,
10.038,-5.1,
10.039,-4.1,
10.04,-3.2,
10.041,-2.6,
10.042,-2.4,
10.043,-2.8,
10.044,-3.8,
10.045,-5.6,
10.046,-8.1,
10.047,-11.3,
10.048,-15.1,
10.049,-19.1,
10.05,-23.1,
10.051,-27,
10.052,-30.6,
10.053,-34.1,
10.054,-37.5,
10.055,-40.7,
10.056,-43.7,
10.057,-46.3,
10.058,-48.5,
10.059,-50.1,
10.06,-51.2,
10.061,-51.4,
10.062,-50.6,
10.063,-48.9,
10.064,-46,
10.065,-42,
10.066,-37,
10.067,-31.3,
10.068,-25,
10.069,-18.5,
10.07,-12,
10.071,-5.7,
10.072,0.3,
10.073,5.8,
10.074,10.8,
10.075,15,
10.076,18.6,
10.077,21.4,
10.078,23.7,
10.079,25.3,
10.08,26.5,
10.081,27.2,
10.082,27.7,
10.083,27.8,
10.084,27.6,
10.085,27.2,
10.086,26.6,
10.087,25.9,
10.088,25.1,
10.089,24.2,
10.09,23.1,
10.091,21.9,
10.092,20.7,
10.093,19.5,
10.094,18.3,
10.095,17.1,
10.096,15.9,
10.097,14.8,
10.098,13.7,
10.099,12.7,
10.1,11.8,
10.101,10.9,
10.102,10.1,
10.103,9.3,
10.104,8.6,
10.105,8,
10.106,7.5,
10.107,7,
10.108,6.5,
10.109,6.1,
10.11,5.7,
10.111,5.2,
10.112,4.7,
10.113,4.3,
10.114,4,
10.115,3.6,
10.116,3.2,
10.117,2.9,
10.118,2.5,
10.119,2.2,
10.12,2,
10.121,1.9,
10.122,1.8,
10.123,1.7,
10.124,1.7,
10.125,1.7,
10.126,1.8,
10.127,1.9,
10.128,2,
10.129,2.1,
10.13,2.2,
10.131,2.4,
10.132,2.6,
10.133,2.7,
10.134,2.8,
10.135,2.9,
10.136,3,
10.137,3.2,
10.138,3.4,
10.139,3.6,
10.14,3.7,
10.141,3.9,
10.142,4,
10.143,4.2,
10.144,4.4,
10.145,4.4,
10.146,4.3,
10.147,4.1,
10.148,3.9,
10.149,3.7,
10.15,3.5,
10.151,3.2,
10.152,3,
10.153,2.9,
10.154,3.1,
10.155,3.3,
10.156,3.5,
10.157,3.6,
10.158,3.6,
10.159,3.7,
10.16,3.7,
10.161,3.8,
10.162,3.8,
10.163,3.8,
10.164,3.8,
10.165,3.7,
10.166,3.7,
10.167,3.7,
10.168,3.6,
10.169,3.6,
10.17,3.5,
10.171,3.4,
10.172,3.4,
10.173,3.5,
10.174,3.7,
10.175,3.8,
10.176,3.8,
10.177,3.8,
10.178,3.7,
10.179,3.6,
10.18,3.6,
10.181,3.4,
10.182,3,
10.183,2.7,
10.184,2.3,
10.185,2.1,
10.186,1.8,
10.187,1.7,
10.188,1.6,
10.189,1.6,
10.19,1.8,
10.191,2.1,
10.192,2.5,
10.193,2.8,
10.194,3,
10.195,3.3,
10.196,3.5,
10.197,3.7,
10.198,3.9,
10.199,3.9,
10.2,3.9,
10.201,3.7,
10.202,3.4,
10.203,3.1,
10.204,2.8,
10.205,2.5,
10.206,2.2,
10.207,1.8,
10.208,1.5,
10.209,1.2,
10.21,1.1,
10.211,1,
10.212,1,
10.213,0.9,
10.214,0.9,
10.215,0.8,
10.216,0.9,
10.217,1.1,
10.218,1.5,
10.219,1.9,
10.22,2.3,
10.221,2.8,
10.222,3.3,
10.223,3.7,
10.224,4.1,
10.225,4.4,
10.226,4.5,
10.227,4.5,
10.228,4.3,
10.229,3.9,
10.23,3.5,
10.231,3,
10.232,2.6,
10.233,2.4,
10.234,2.3,
10.235,2.4,
10.236,2.6,
10.237,2.7,
10.238,2.7,
10.239,2.7,
10.24,2.9,
10.241,3.3,
10.242,3.8,
10.243,4.3,
10.244,4.7,
10.245,4.8,
10.246,4.7,
10.247,4.5,
10.248,4.2,
10.249,4,
10.25,3.7,
10.251,3.4,
10.252,3.1,
10.253,2.8,
10.254,2.6,
10.255,2.5,
10.256,2.6,
10.257,2.8,
10.258,3,
10.259,3.3,
10.26,3.6,
10.261,4,
10.262,4.5,
10.263,4.8,
10.264,5,
10.265,5,
10.266,4.8,
10.267,4.6,
10.268,4.3,
10.269,4,
10.27,3.6,
10.271,3.1,
10.272,2.7,
10.273,2.4,
10.274,2.4,
10.275,2.5,
10.276,2.7,
10.277,2.9,
10.278,3.3,
10.279,3.7,
10.28,4.3,
10.281,4.8,
10.282,5.2,
10.283,5.5,
10.284,5.6,
10.285,5.6,
10.286,5.6,
10.287,5.4,
10.288,5.3,
10.289,5,
10.29,4.7,
10.291,4.3,
10.292,3.9,
10.293,3.6,
10.294,3.3,
10.295,3.1,
10.296,2.9,
10.297,2.8,
10.298,2.7,
10.299,2.6,
10.3,2.6,
10.301,2.6,
10.302,2.7,
10.303,2.7,
10.304,2.8,
10.305,2.9,
10.306,3,
10.307,3.2,
10.308,3.3,
10.309,3.4,
10.31,3.4,
10.311,3.3,
10.312,3.2,
10.313,3.1,
10.314,3.1,
10.315,3.1,
10.316,3.1,
10.317,3,
10.318,2.7,
10.319,2.4,
10.32,2.1,
10.321,1.8,
10.322,1.5,
10.323,1.1,
10.324,0.8,
10.325,0.5,
10.326,0.3,
10.327,0.2,
10.328,-0.1,
10.329,-0.3,
10.33,-0.4,
10.331,-0.4,
10.332,-0.3,
10.333,-0.4,
10.334,-0.8,
10.335,-1.2,
10.336,-1.5,
10.337,-1.4,
10.338,-1,
10.339,-0.6,
10.34,-0.4,
10.341,-0.5,
10.342,-0.7,
10.343,-0.7,
10.344,-0.7,
10.345,-0.8,
10.346,-1.1,
10.347,-1.7,
10.348,-2.3,
10.349,-2.7,
10.35,-3.2,
10.351,-3.6,
10.352,-4.2,
10.353,-4.8,
10.354,-5.3,
10.355,-5.8,
10.356,-6.3,
10.357,-6.9,
10.358,-7.4,
10.359,-7.9,
10.36,-8.3,
10.361,-8.6,
10.362,-8.9,
10.363,-9,
10.364,-9,
10.365,-8.8,
10.366,-8.5,
10.367,-8.2,
10.368,-7.8,
10.369,-7.4,
10.37,-6.9,
10.371,-6.3,
10.372,-5.9,
10.373,-5.5,
10.374,-5.4,
10.375,-5.3,
10.376,-5.2,
10.377,-5.1,
10.378,-5,
10.379,-4.9,
10.38,-4.9,
10.381,-4.9,
10.382,-4.9,
10.383,-4.7,
10.384,-4.6,
10.385,-4.3,
10.386,-4.2,
10.387,-4,
10.388,-3.7,
10.389,-3.3,
10.39,-2.9,
10.391,-2.6,
10.392,-2.2,
10.393,-2,
10.394,-1.9,
10.395,-1.7,
10.396,-1.6,
10.397,-1.5,
10.398,-1.5,
10.399,-1.6,
10.4,-1.7,
10.401,-1.8,
10.402,-1.9,
10.403,-1.9,
10.404,-2,
10.405,-2,
10.406,-2.1,
10.407,-2.1,
10.408,-2.2,
10.409,-2.3,
10.41,-2.3,
10.411,-2.2,
10.412,-2.1,
10.413,-2,
10.414,-1.8,
10.415,-1.6,
10.416,-1.3,
10.417,-1,
10.418,-0.6,
10.419,-0.3,
10.42,-0.1,
10.421,0,
10.422,0,
10.423,-0.1,
10.424,-0.2,
10.425,-0.5,
10.426,-0.9,
10.427,-1.4,
10.428,-1.9,
10.429,-2.2,
10.43,-2.3,
10.431,-2.2,
10.432,-2.1,
10.433,-2.1,
10.434,-2.3,
10.435,-2.5,
10.436,-2.5,
10.437,-2.2,
10.438,-1.8,
10.439,-1.4,
10.44,-1.2,
10.441,-1.3,
10.442,-1.5,
10.443,-1.7,
10.444,-1.8,
10.445,-1.8,
10.446,-1.6,
10.447,-1.4,
10.448,-1.2,
10.449,-1,
10.45,-0.8,
10.451,-0.5,
10.452,-0.3,
10.453,-0.2,
10.454,-0.1,
10.455,0,
10.456,0,
10.457,0.1,
10.458,0.1,
10.459,0.1,
10.46,0.1,
10.461,0.1,
10.462,0,
10.463,0.1,
10.464,0.3,
10.465,0.4,
10.466,0.6,
10.467,0.7,
10.468,0.7,
10.469,0.6,
10.47,0.5,
10.471,0.2,
10.472,-0.3,
10.473,-0.9,
10.474,-1.7,
10.475,-2.5,
10.476,-3.3,
10.477,-4.1,
10.478,-4.7,
10.479,-5.3,
10.48,-5.6,
10.481,-5.6,
10.482,-5.2,
10.483,-4.3,
10.484,-3,
10.485,-1.5,
10.486,0.3,
10.487,2.2,
10.488,4.1,
10.489,6,
10.49,7.6,
10.491,8.8,
10.492,9.8,
10.493,10.5,
10.494,11.1,
10.495,11.4,
10.496,11.4,
10.497,10.9,
10.498,9.8,
10.499,8.3,
10.5,6.4,
10.501,4.4,
10.502,2.5,
10.503,0.8,
10.504,-0.4,
10.505,-1.3,
10.506,-1.9,
10.507,-2.3,
10.508,-2.5,
10.509,-2.6,
10.51,-2.5,
10.511,-2.4,
10.512,-2.2,
10.513,-2.2,
10.514,-2.2,
10.515,-2.2,
10.516,-2.1,
10.517,-2,
10.518,-1.8,
10.519,-1.7,
10.52,-1.6,
10.521,-1.7,
10.522,-1.9,
10.523,-2.2,
10.524,-2.5,
10.525,-2.7,
10.526,-3,
10.527,-3.3,
10.528,-3.7,
10.529,-4,
10.53,-4,
10.531,-3.5,
10.532,-3.1,
10.533,-3,
10.534,-3.6,
10.535,-4.3,
10.536,-4.7,
10.537,-4.1,
10.538,-3,
10.539,-2,
10.54,-1.6,
10.541,-2.1,
10.542,-2.8,
10.543,-3.4,
10.544,-3.9,
10.545,-4.4,
10.546,-5.2,
10.547,-6,
10.548,-6.9,
10.549,-7.6,
10.55,-8.2,
10.551,-8.8,
10.552,-9.4,
10.553,-9.9,
10.554,-10.2,
10.555,-10.5,
10.556,-10.8,
10.557,-11.1,
10.558,-11.4,
10.559,-11.8,
10.56,-12.2,
10.561,-12.7,
10.562,-13.3,
10.563,-14,
10.564,-14.7,
10.565,-15.3,
10.566,-15.9,
10.567,-16.3,
10.568,-16.6,
10.569,-16.7,
10.57,-16.8,
10.571,-16.7,
10.572,-16.4,
10.573,-16,
10.574,-15.5,
10.575,-15.1,
10.576,-14.8,
10.577,-14.7,
10.578,-14.6,
10.579,-14.5,
10.58,-14.5,
10.581,-14.7,
10.582,-15,
10.583,-15.3,
10.584,-15.7,
10.585,-15.9,
10.586,-16.1,
10.587,-16.3,
10.588,-16.4,
10.589,-16.5,
10.59,-16.6,
10.591,-16.7,
10.592,-16.9,
10.593,-17.1,
10.594,-17.3,
10.595,-17.5,
10.596,-17.7,
10.597,-17.9,
10.598,-18.1,
10.599,-18.3,
10.6,-18.4,
10.601,-18.3,
10.602,-18,
10.603,-17.6,
10.604,-17.2,
10.605,-16.7,
10.606,-16.1,
10.607,-15.5,
10.608,-14.8,
10.609,-14.1,
10.61,-13.4,
10.611,-12.8,
10.612,-12.2,
10.613,-11.6,
10.614,-11.1,
10.615,-10.7,
10.616,-10.2,
10.617,-9.8,
10.618,-9.5,
10.619,-9.2,
10.62,-8.8,
10.621,-8.4,
10.622,-7.8,
10.623,-7.3,
10.624,-6.8,
10.625,-6.5,
10.626,-6.2,
10.627,-5.8,
10.628,-5.3,
10.629,-4.9,
10.63,-4.7,
10.631,-4.7,
10.632,-4.9,
10.633,-4.8,
10.634,-4.2,
10.635,-3.6,
10.636,-3.3,
10.637,-3.6,
10.638,-4.4,
10.639,-5.2,
10.64,-5.4,
10.641,-5.2,
10.642,-4.8,
10.643,-4.5,
10.644,-4.3,
10.645,-4.1,
10.646,-3.6,
10.647,-2.9,
10.648,-2.2,
10.649,-1.7,
10.65,-1.2,
10.651,-0.8,
10.652,-0.2,
10.653,0.2,
10.654,0.6,
10.655,0.8,
10.656,1.1,
10.657,1.4,
10.658,1.6,
10.659,1.9,
10.66,2.1,
10.661,2.3,
10.662,2.5,
10.663,2.8,
10.664,3,
10.665,3.1,
10.666,3.2,
10.667,3.2,
10.668,3.2,
10.669,3.1,
10.67,3,
10.671,2.8,
10.672,2.6,
10.673,2.3,
10.674,2.2,
10.675,2.1,
10.676,2.1,
10.677,2.2,
10.678,2.3,
10.679,2.6,
10.68,2.9,
10.681,3.4,
10.682,4,
10.683,4.6,
10.684,5.2,
10.685,5.6,
10.686,6,
10.687,6.4,
10.688,6.6,
10.689,6.7,
10.69,6.7,
10.691,6.5,
10.692,6.1,
10.693,5.8,
10.694,5.5,
10.695,5.2,
10.696,4.9,
10.697,4.6,
10.698,4.4,
10.699,4.2,
10.7,4.1,
10.701,4,
10.702,3.8,
10.703,3.7,
10.704,3.6,
10.705,3.6,
10.706,3.5,
10.707,3.3,
10.708,3.2,
10.709,3.2,
10.71,3.2,
10.711,3.2,
10.712,3.2,
10.713,3.2,
10.714,3.1,
10.715,3,
10.716,3,
10.717,3.1,
10.718,3.4,
10.719,3.6,
10.72,3.9,
10.721,4.2,
10.722,4.4,
10.723,4.6,
10.724,4.9,
10.725,5.2,
10.726,5.5,
10.727,5.9,
10.728,6.3,
10.729,6.5,
10.73,6.6,
10.731,6.7,
10.732,6.8,
10.733,6.9,
10.734,7.1,
10.735,7.2,
10.736,7.1,
10.737,6.9,
10.738,6.4,
10.739,5.9,
10.74,5.5,
10.741,5.2,
10.742,4.8,
10.743,4.4,
10.744,4.1,
10.745,4,
10.746,4.2,
10.747,4.5,
10.748,4.7,
10.749,5,
10.75,5.2,
10.751,5.5,
10.752,5.9,
10.753,6.2,
10.754,6.5,
10.755,6.7,
10.756,6.9,
10.757,7,
10.758,7.3,
10.759,7.6,
10.76,8,
10.761,8.4,
10.762,8.8,
10.763,9.4,
10.764,10.1,
10.765,11,
10.766,12.1,
10.767,13.3,
10.768,14.5,
10.769,15.5,
10.77,16.5,
10.771,17.3,
10.772,18.1,
10.773,18.9,
10.774,19.4,
10.775,19.6,
10.776,19.3,
10.777,18.2,
10.778,16.3,
10.779,13.5,
10.78,9.8,
10.781,5.6,
10.782,1.1,
10.783,-3.2,
10.784,-6.7,
10.785,-9.1,
10.786,-10.4,
10.787,-10.7,
10.788,-10.5,
10.789,-10.2,
10.79,-10.1,
10.791,-10.7,
10.792,-11.9,
10.793,-13.6,
10.794,-15.9,
10.795,-18.4,
10.796,-21.2,
10.797,-24.2,
10.798,-27.3,
10.799,-30.5,
10.8,-33.8,
10.801,-37,
10.802,-40.2,
10.803,-43.1,
10.804,-45.9,
10.805,-48.3,
10.806,-50.3,
10.807,-51.5,
10.808,-51.6,
10.809,-50.5,
10.81,-48,
10.811,-44.4,
10.812,-39.8,
10.813,-34.2,
10.814,-27.8,
10.815,-20.8,
10.816,-13.5,
10.817,-6.5,
10.818,0,
10.819,5.8,
10.82,10.8,
10.821,15.1,
10.822,18.7,
10.823,21.6,
10.824,23.8,
10.825,25.2,
10.826,26.1,
10.827,26.7,
10.828,27.1,
10.829,27.4,
10.83,27.3,
10.831,26.9,
10.832,26.2,
10.833,25.4,
10.834,24.8,
10.835,24,
10.836,22.8,
10.837,21,
10.838,18.9,
10.839,16.9,
10.84,15.1,
10.841,13.6,
10.842,12.3,
10.843,10.9,
10.844,9.7,
10.845,8.9,
10.846,8.6,
10.847,8.6,
10.848,8.8,
10.849,9,
10.85,9.1,
10.851,9.3,
10.852,9.6,
10.853,9.8,
10.854,9.8,
10.855,9.4,
10.856,8.8,
10.857,7.9,
10.858,6.9,
10.859,5.9,
10.86,4.8,
10.861,3.6,
10.862,2.3,
10.863,1.1,
10.864,0.2,
10.865,-0.5,
10.866,-0.9,
10.867,-1.1,
10.868,-1.2,
10.869,-1.2,
10.87,-1,
10.871,-0.6,
10.872,0,
10.873,0.7,
10.874,1.3,
10.875,1.8,
10.876,2.2,
10.877,2.6,
10.878,2.9,
10.879,3.2,
10.88,3.4,
10.881,3.4,
10.882,3.3,
10.883,3,
10.884,2.8,
10.885,2.6,
10.886,2.5,
10.887,2.3,
10.888,2.1,
10.889,1.8,
10.89,1.4,
10.891,1,
10.892,0.7,
10.893,0.3,
10.894,0,
10.895,-0.4,
10.896,-0.7,
10.897,-0.9,
10.898,-0.9,
10.899,-0.8,
10.9,-0.6,
10.901,-0.5,
10.902,-0.5,
10.903,-0.4,
10.904,-0.4,
10.905,-0.4,
10.906,-0.5,
10.907,-0.5,
10.908,-0.6,
10.909,-0.5,
10.91,-0.3,
10.911,0.1,
10.912,0.6,
10.913,1.1,
10.914,1.7,
10.915,2.3,
10.916,2.9,
10.917,3.6,
10.918,4.3,
10.919,4.8,
10.92,5.2,
10.921,5.3,
10.922,5.4,
10.923,5.4,
10.924,5.3,
10.925,5,
10.926,4.5,
10.927,4,
10.928,3.5,
10.929,3,
10.93,2.6,
10.931,2,
10.932,1.4,
10.933,1,
10.934,0.8,
10.935,0.8,
10.936,0.7,
10.937,0.3,
10.938,-0.3,
10.939,-0.9,
10.94,-1.3,
10.941,-1.4,
10.942,-1.1,
10.943,-0.8,
10.944,-0.4,
10.945,0.1,
10.946,0.9,
10.947,1.8,
10.948,3,
10.949,4.3,
10.95,5.6,
10.951,6.7,
10.952,7.8,
10.953,8.6,
10.954,9.2,
10.955,9.7,
10.956,10.2,
10.957,10.6,
10.958,10.8,
10.959,10.5,
10.96,9.8,
10.961,8.6,
10.962,7.2,
10.963,5.8,
10.964,4.5,
10.965,3.4,
10.966,2.5,
10.967,1.9,
10.968,1.5,
10.969,1.2,
10.97,1,
10.971,0.8,
10.972,0.5,
10.973,0.2,
10.974,-0.1,
10.975,-0.3,
10.976,-0.3,
10.977,-0.3,
10.978,-0.2,
10.979,0,
10.98,0.3,
10.981,0.8,
10.982,1.4,
10.983,2,
10.984,2.5,
10.985,2.8,
10.986,3,
10.987,3.1,
10.988,3.2,
10.989,3.2,
10.99,3.1,
10.991,2.9,
10.992,2.7,
10.993,2.4,
